record_id,district,latitude,longitude,elevation_m,slope_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,soil_moisture_index,soil_type,geology,land_cover,ndvi,road_distance_km,river_distance_km,road_cutting,deforestation_index,landslide_occurrence,risk_score,risk_level
54547,Golaghat,24.437768,95.607653,28.37,9.92,34.69,149.82,439.65,0.327,clayey,gneiss,cropland,0.678,6.109,0.594,0,0.053,0,30.72,Moderate
54548,Hojai,25.736277,95.590344,35.13,2.73,83.37,240.63,587.15,0.32,sandy_loam,alluvium,forest,0.704,0.807,0.49,0,0.051,1,31.67,Moderate
54549,Majuli,26.146925,93.629859,57.0,3.35,53.06,196.2,516.91,0.375,weathered_rock,weathered_mixed_rock,forest,0.59,0.787,3.01,0,0.22,1,31.35,Moderate
54550,Karbi Anglong,26.782914,91.111008,80.38,15.24,28.13,102.07,381.51,0.28,sandy_loam,alluvium,shrubland,0.692,0.89,0.623,1,0.334,1,47.35,Moderate
54551,Sivasagar,28.191286,91.673933,91.17,5.62,63.92,215.92,638.56,0.408,weathered_rock,weathered_mixed_rock,forest,0.53,1.149,2.753,0,0.462,1,38.56,Moderate
54552,Tinsukia,24.175984,94.632901,80.81,5.07,35.73,115.33,396.63,0.305,alluvial,sandstone,shrubland,0.604,6.707,1.131,0,0.152,1,20.79,Low
54553,West Karbi Anglong,27.374798,95.558508,487.67,27.24,48.85,284.89,1042.38,0.376,lateritic,alluvium,forest,0.589,2.441,1.674,1,0.444,1,71.68,High
54554,Hailakandi,24.476286,93.345896,344.35,2.31,46.18,162.31,492.15,0.303,alluvial,alluvium,bare_land,0.619,0.237,0.02,1,0.331,1,38.91,Moderate
54555,Karbi Anglong,25.907558,93.01746,881.02,13.15,91.75,250.04,510.39,0.465,weathered_rock,weathered_mixed_rock,shrubland,0.56,2.472,1.284,1,0.449,1,61.65,High
54556,Kokrajhar,25.461921,93.333623,159.06,2.98,33.68,82.69,200.44,0.283,lateritic,shale,bare_land,0.76,1.297,3.317,0,0.12,0,17.88,Low
54557,Barpeta,27.403701,91.855872,102.39,2.8,4.43,80.1,321.41,0.341,weathered_rock,weathered_mixed_rock,grassland,0.562,3.481,0.694,0,0.159,1,17.96,Low
54558,Udalguri,27.162723,91.702551,439.61,17.8,72.53,212.52,404.51,0.408,colluvial,shale,cropland,0.59,2.646,1.548,1,0.403,1,61.8,High
54559,Kamrup,27.698439,91.762868,299.68,21.18,28.05,140.42,495.94,0.395,sandy_loam,sandstone,grassland,0.338,0.54,4.613,1,0.692,1,60.15,High
54560,West Karbi Anglong,27.708583,90.33689,234.8,8.55,35.41,127.02,339.07,0.39,weathered_rock,granite,shrubland,0.583,4.075,0.502,0,0.406,1,35.82,Moderate
54561,Jorhat,25.54785,91.725526,48.36,6.72,48.08,186.46,497.0,0.362,clayey,sandstone,grassland,0.703,2.467,0.263,0,0.281,0,33.5,Moderate
54562,Dima Hasao,26.290312,93.00607,809.47,16.29,136.3,481.47,981.65,0.56,alluvial,weathered_mixed_rock,cropland,0.583,1.184,0.93,1,0.322,1,77.28,Very High
54563,Goalpara,24.430593,92.407471,540.77,10.45,56.1,142.38,526.64,0.294,alluvial,gneiss,forest,0.521,1.319,4.185,1,0.281,0,43.77,Moderate
54564,Morigaon,25.782889,93.290531,56.55,6.38,57.38,200.68,482.1,0.204,sandy_loam,alluvium,built_up,0.579,0.579,0.923,0,0.529,1,31.89,Moderate
54565,Udalguri,26.752764,92.006888,177.91,20.18,72.87,205.47,755.42,0.407,lateritic,sandstone,cropland,0.508,0.173,3.344,0,0.348,1,60.0,High
54566,Sonitpur,28.086543,95.224624,486.34,12.62,120.68,354.67,906.3,0.453,weathered_rock,alluvium,forest,0.825,2.866,1.284,0,0.327,1,61.98,High
54567,Dima Hasao,25.387372,92.316952,583.48,16.85,44.21,172.27,428.25,0.256,alluvial,alluvium,forest,0.534,0.651,0.232,1,0.417,1,54.69,High
54568,West Karbi Anglong,27.752288,92.122002,265.62,19.55,59.31,291.07,611.66,0.52,lateritic,weathered_mixed_rock,cropland,0.558,2.306,1.216,1,0.466,1,69.1,High
54569,Biswanath,27.425189,91.341554,33.25,1.08,78.55,173.02,567.49,0.291,alluvial,weathered_mixed_rock,forest,0.653,3.72,0.34,0,0.456,0,25.06,Moderate
54570,Dima Hasao,26.222577,90.357514,482.14,7.15,85.64,290.04,525.74,0.333,weathered_rock,weathered_mixed_rock,forest,0.76,2.087,0.064,1,0.108,1,54.81,High
54571,Cachar,24.437155,91.922785,919.19,21.02,44.16,218.03,781.61,0.438,colluvial,sandstone,built_up,0.6,2.757,2.572,1,0.18,1,63.66,High
54572,Cachar,27.798393,95.113748,337.35,35.88,33.71,125.22,501.75,0.316,weathered_rock,gneiss,forest,0.6,3.619,0.05,0,0.425,1,67.53,High
54573,Goalpara,24.445194,91.297003,377.49,10.93,64.33,160.71,572.21,0.288,colluvial,weathered_mixed_rock,forest,0.592,0.818,0.46,1,0.465,1,50.92,High
54574,Cachar,28.286787,90.047326,270.81,16.72,49.5,143.21,462.81,0.298,weathered_rock,shale,forest,0.731,1.622,5.389,0,0.223,1,45.75,Moderate
54575,Goalpara,26.651016,92.450001,240.14,20.97,55.73,122.59,247.24,0.309,alluvial,alluvium,forest,0.7,6.06,0.382,0,0.336,1,48.72,Moderate
54576,Kamrup,26.930986,92.91735,902.38,4.25,52.89,135.3,498.67,0.48,sandy_loam,alluvium,built_up,0.677,0.125,0.145,1,0.413,1,45.53,Moderate
54577,Karbi Anglong,25.914402,89.750317,621.55,34.04,82.61,230.86,949.23,0.414,clayey,shale,bare_land,0.555,1.732,0.41,0,0.266,1,74.27,High
54578,Karbi Anglong,25.245233,90.858775,349.97,25.5,43.6,150.13,450.29,0.439,sandy_loam,sandstone,forest,0.749,0.548,0.391,0,0.111,1,60.93,High
54579,Nagaon,26.106729,95.353981,91.15,3.9,26.55,211.49,613.08,0.419,alluvial,weathered_mixed_rock,built_up,0.545,0.821,0.568,0,0.59,0,35.01,Moderate
54580,Goalpara,27.539719,91.703977,382.7,10.12,63.95,246.56,608.95,0.482,clayey,weathered_mixed_rock,shrubland,0.553,1.431,0.951,0,0.575,0,53.23,High
54581,Cachar,26.559196,91.151408,337.47,24.74,86.95,174.14,605.83,0.313,lateritic,alluvium,forest,0.628,6.343,1.74,0,0.286,1,58.07,High
54582,Hailakandi,24.303879,91.760164,133.35,18.78,66.29,161.42,630.1,0.296,weathered_rock,weathered_mixed_rock,forest,0.402,4.738,0.082,0,0.506,0,53.31,High
54583,Karbi Anglong,26.618442,91.342406,379.54,10.74,139.15,434.78,1200.0,0.448,clayey,alluvium,built_up,0.699,0.316,5.395,1,0.342,1,69.73,High
54584,West Karbi Anglong,24.268716,91.635539,88.54,27.77,72.79,249.03,659.44,0.501,clayey,gneiss,cropland,0.549,1.322,1.539,0,0.088,1,70.21,High
54585,Kamrup,24.258059,93.208484,271.91,8.96,62.78,231.1,788.86,0.434,sandy_loam,sandstone,cropland,0.55,5.285,2.904,0,0.373,1,44.03,Moderate
54586,Cachar,26.679419,92.668843,365.37,13.22,82.48,242.72,656.31,0.368,sandy_loam,weathered_mixed_rock,grassland,0.655,6.691,0.04,0,0.362,0,52.94,High
54587,Goalpara,24.304551,92.590756,81.41,12.08,91.51,314.99,1030.35,0.509,weathered_rock,shale,forest,0.759,2.586,2.528,1,0.246,1,63.9,High
54588,Karbi Anglong,26.968924,89.861523,379.5,4.83,93.63,240.36,835.79,0.377,clayey,weathered_mixed_rock,bare_land,0.55,0.088,1.967,0,0.468,1,46.79,Moderate
54589,Karbi Anglong,27.167887,93.136271,235.58,25.62,107.57,361.63,1092.22,0.391,clayey,granite,bare_land,0.323,0.595,3.3,0,0.51,1,74.33,High
54590,Cachar,24.459367,92.74438,215.76,37.95,99.5,413.73,1200.0,0.493,clayey,alluvium,built_up,0.404,0.097,2.071,0,0.317,1,86.51,Very High
54591,Cachar,26.290902,94.289213,350.01,10.0,56.39,169.4,528.8,0.383,weathered_rock,sandstone,shrubland,0.533,1.203,3.745,0,0.239,0,41.59,Moderate
54592,Barpeta,28.10977,94.284728,32.08,4.0,93.08,351.83,919.34,0.513,lateritic,weathered_mixed_rock,forest,0.729,2.841,0.439,0,0.153,1,48.35,Moderate
54593,Dima Hasao,25.30439,95.316329,360.74,24.62,26.3,105.29,506.01,0.411,alluvial,weathered_mixed_rock,cropland,0.777,0.986,1.891,0,0.181,1,54.99,High
54594,South Salmara-Mankachar,25.185472,91.246817,22.98,6.95,22.99,104.14,287.76,0.277,clayey,shale,shrubland,0.778,0.84,0.261,0,0.153,0,25.75,Moderate
54595,Karimganj,25.908085,91.623461,321.22,36.99,54.55,235.32,870.76,0.311,colluvial,shale,shrubland,0.699,0.866,1.883,0,0.311,1,74.67,High
54596,Kamrup,27.526206,91.233199,389.76,24.79,69.45,238.85,560.7,0.517,colluvial,shale,cropland,0.49,11.495,1.817,0,0.395,1,67.49,High
54597,Dhemaji,26.833626,93.111491,132.49,2.35,13.4,153.65,308.39,0.262,weathered_rock,sandstone,forest,0.622,2.518,0.302,0,0.326,0,21.14,Low
54598,Dhubri,25.915036,94.393431,23.93,3.8,35.25,80.49,326.48,0.381,weathered_rock,alluvium,shrubland,0.503,0.02,2.679,0,0.296,1,24.01,Low
54599,West Karbi Anglong,26.810361,92.510413,528.72,13.64,81.39,172.97,611.08,0.414,weathered_rock,alluvium,grassland,0.453,2.407,0.281,1,0.478,1,56.45,High
54600,West Karbi Anglong,26.957984,95.473489,970.73,27.5,104.62,296.96,759.41,0.514,alluvial,alluvium,cropland,0.769,0.03,3.404,0,0.118,1,73.74,High
54601,Dima Hasao,24.029668,91.045904,315.74,12.75,41.83,99.29,231.59,0.277,sandy_loam,weathered_mixed_rock,shrubland,0.625,5.84,0.02,0,0.194,1,36.11,Moderate
54602,Kamrup Metropolitan,26.224497,91.261627,150.64,21.35,82.94,241.3,554.95,0.365,weathered_rock,alluvium,forest,0.625,0.123,1.656,0,0.347,1,63.17,High
54603,Karbi Anglong,24.438317,91.297355,174.36,39.89,54.13,128.79,484.27,0.43,sandy_loam,alluvium,cropland,0.386,0.136,2.03,1,0.571,1,75.25,Very High
54604,Dhubri,24.983162,92.355158,26.29,2.62,34.79,96.0,208.09,0.283,clayey,shale,cropland,0.583,2.241,3.498,0,0.389,1,18.86,Low
54605,Hailakandi,27.661339,92.376796,94.98,18.75,85.29,164.19,580.74,0.228,alluvial,shale,forest,0.713,1.725,0.169,1,0.153,1,56.34,High
54606,Bongaigaon,26.931568,95.553902,57.99,8.74,51.4,169.89,489.78,0.253,alluvial,shale,forest,0.705,1.419,2.418,0,0.262,0,30.5,Moderate
54607,Karbi Anglong,26.044005,89.875222,112.88,23.93,28.89,101.9,332.96,0.23,clayey,weathered_mixed_rock,built_up,0.552,3.344,1.741,0,0.294,0,49.21,Moderate
54608,Lakhimpur,25.850155,91.125933,60.4,3.41,132.7,429.12,1177.95,0.444,lateritic,granite,forest,0.686,1.119,2.042,0,0.195,1,52.9,High
54609,Sonitpur,25.253908,91.836349,300.47,8.38,62.99,183.34,532.28,0.352,weathered_rock,alluvium,shrubland,0.495,1.097,0.198,1,0.343,1,49.6,Moderate
54610,Hailakandi,25.821422,91.484077,375.91,14.58,42.55,94.16,348.94,0.369,weathered_rock,sandstone,bare_land,0.531,0.651,2.578,1,0.361,1,50.47,High
54611,Chirang,24.675701,93.753089,30.43,9.13,50.23,190.09,537.9,0.217,clayey,sandstone,cropland,0.497,7.26,5.278,0,0.27,0,30.12,Moderate
54612,Hailakandi,26.404605,91.961776,846.65,32.82,66.24,251.28,706.68,0.429,clayey,alluvium,shrubland,0.407,1.204,2.751,0,0.662,0,74.12,High
54613,Karbi Anglong,25.961476,94.331243,483.17,10.42,67.61,196.14,689.8,0.442,clayey,weathered_mixed_rock,grassland,0.464,5.686,2.64,0,0.594,0,47.12,Moderate
54614,Nalbari,27.643733,94.199483,68.81,8.34,8.4,39.73,141.08,0.391,colluvial,sandstone,shrubland,0.528,5.09,0.806,0,0.537,0,23.99,Low
54615,Hailakandi,25.142358,93.739779,138.49,5.61,58.85,200.81,597.39,0.332,sandy_loam,weathered_mixed_rock,shrubland,0.607,5.059,2.482,0,0.362,1,34.88,Moderate
54616,Karbi Anglong,28.264967,95.112133,282.93,24.8,44.03,108.86,197.79,0.408,lateritic,weathered_mixed_rock,forest,0.511,2.443,0.614,0,0.68,1,58.35,High
54617,Cachar,27.968551,93.504679,716.73,12.36,143.76,305.01,679.19,0.369,weathered_rock,sandstone,built_up,0.339,1.388,0.867,0,0.745,1,61.05,High
54618,Udalguri,26.384993,95.934972,1183.72,22.64,86.89,190.32,571.44,0.373,clayey,alluvium,shrubland,0.583,6.383,5.922,0,0.268,0,58.18,High
54619,Kamrup,26.846985,90.301775,217.04,2.03,108.53,230.66,717.64,0.46,sandy_loam,alluvium,grassland,0.608,4.927,5.992,0,0.461,1,38.21,Moderate
54620,Sonitpur,28.124018,94.808736,271.12,4.2,89.41,205.4,518.21,0.257,sandy_loam,shale,cropland,0.598,0.172,2.162,1,0.185,0,44.28,Moderate
54621,Sonitpur,25.335963,91.462308,580.91,27.35,79.99,153.33,606.29,0.389,sandy_loam,alluvium,shrubland,0.853,2.136,1.984,0,0.087,1,61.04,High
54622,Dima Hasao,24.155125,93.738612,92.41,16.45,73.27,267.88,930.19,0.346,lateritic,weathered_mixed_rock,shrubland,0.564,3.163,0.434,0,0.131,1,56.4,High
54623,West Karbi Anglong,25.157207,95.571944,871.16,15.85,111.77,364.9,1060.19,0.44,alluvial,alluvium,forest,0.485,1.066,2.257,1,0.422,1,68.93,High
54624,Dibrugarh,24.350132,92.810719,58.61,5.0,12.57,75.91,248.92,0.158,clayey,sandstone,shrubland,0.556,1.423,1.047,0,0.366,0,16.67,Low
54625,Sonitpur,27.367797,92.14636,404.97,15.98,49.25,197.3,661.58,0.346,clayey,alluvium,cropland,0.598,4.28,4.984,0,0.261,1,47.3,Moderate
54626,Dima Hasao,25.217565,95.435981,369.77,25.0,109.99,318.25,959.74,0.425,alluvial,alluvium,built_up,0.581,0.284,1.481,1,0.19,1,73.71,High
54627,West Karbi Anglong,24.570993,94.236281,230.29,23.8,125.89,383.13,1111.67,0.464,alluvial,weathered_mixed_rock,grassland,0.649,1.713,0.261,1,0.211,1,76.57,Very High
54628,Dhubri,28.203786,90.794162,19.97,4.71,34.11,80.93,235.56,0.255,alluvial,sandstone,built_up,0.404,6.539,0.352,0,0.433,1,19.15,Low
54629,Morigaon,24.101402,95.548996,64.71,1.86,22.98,70.02,326.4,0.364,lateritic,shale,shrubland,0.444,0.256,1.263,0,0.379,0,20.21,Low
54630,Biswanath,28.23744,94.283009,47.06,0.86,103.2,234.24,861.93,0.347,alluvial,weathered_mixed_rock,forest,0.5,1.702,0.044,0,0.42,1,33.96,Moderate
54631,Dima Hasao,26.836271,93.417249,754.49,9.95,66.31,247.03,451.7,0.383,sandy_loam,alluvium,cropland,0.731,2.915,0.185,1,0.275,1,53.9,High
54632,Udalguri,26.319402,90.155495,173.93,5.73,103.41,234.65,478.61,0.338,clayey,granite,grassland,0.631,0.336,0.476,1,0.431,1,52.32,High
54633,Dima Hasao,26.758956,93.762517,172.99,17.14,25.73,59.47,261.94,0.445,sandy_loam,alluvium,forest,0.407,3.551,0.761,0,0.486,0,42.06,Moderate
54634,Sonitpur,28.050304,94.577327,324.65,24.92,56.23,231.38,570.27,0.468,colluvial,alluvium,cropland,0.638,4.456,0.095,0,0.309,1,66.0,High
54635,Tinsukia,24.410494,93.058052,62.63,1.3,12.69,91.03,366.62,0.328,lateritic,alluvium,shrubland,0.503,1.382,4.871,0,0.169,0,15.53,Low
54636,Goalpara,26.839261,94.779555,407.99,19.34,76.29,206.23,834.0,0.316,lateritic,sandstone,cropland,0.359,2.201,0.982,1,0.466,1,61.07,High
54637,Dima Hasao,25.95349,90.232863,150.23,21.56,47.35,213.96,706.54,0.258,lateritic,weathered_mixed_rock,shrubland,0.798,1.077,0.839,1,0.198,1,61.86,High
54638,Biswanath,27.625896,90.73612,50.94,3.45,49.11,111.19,263.32,0.273,colluvial,sandstone,cropland,0.735,2.268,0.632,0,0.189,0,21.18,Low
54639,Nagaon,25.898184,90.381344,47.54,4.76,76.12,350.2,1200.0,0.398,alluvial,alluvium,shrubland,0.618,1.282,0.211,0,0.124,0,44.17,Moderate
54640,Darrang,25.769437,93.078112,21.5,0.8,96.53,373.0,1200.0,0.417,colluvial,gneiss,grassland,0.547,3.658,0.395,0,0.252,0,43.11,Moderate
54641,Dhemaji,28.00427,95.24824,68.68,8.82,24.5,57.48,172.89,0.212,lateritic,granite,forest,0.7,2.873,0.611,0,0.146,1,19.78,Low
54642,Dima Hasao,27.431443,91.058974,133.38,25.62,45.57,146.42,338.42,0.394,alluvial,shale,forest,0.665,0.859,2.855,0,0.09,1,58.46,High
54643,Dhemaji,24.952308,95.62564,62.62,2.73,25.41,105.28,302.48,0.243,alluvial,gneiss,forest,0.615,1.58,5.152,0,0.249,0,16.38,Low
54644,Udalguri,26.013712,90.429976,325.8,30.79,49.18,155.38,305.86,0.35,alluvial,sandstone,cropland,0.676,6.939,0.483,0,0.155,1,63.12,High
54645,Cachar,27.052852,93.389866,545.33,31.29,155.45,469.76,1200.0,0.592,sandy_loam,alluvium,built_up,0.55,5.212,1.735,0,0.236,1,85.68,Very High
54646,Lakhimpur,25.022229,90.975563,225.41,1.66,66.94,178.63,422.01,0.356,colluvial,weathered_mixed_rock,bare_land,0.695,1.02,0.046,0,0.291,0,31.18,Moderate
54647,Sonitpur,27.115815,94.47931,582.12,13.64,81.23,324.17,1040.32,0.5,clayey,sandstone,cropland,0.335,4.583,0.269,0,0.719,1,62.75,High
54648,Darrang,27.458242,91.34123,44.96,8.69,153.19,497.09,1200.0,0.412,weathered_rock,alluvium,cropland,0.884,0.357,1.897,0,0.042,0,65.27,High
54649,Karbi Anglong,27.399977,95.909325,552.57,3.88,48.9,199.15,647.82,0.356,weathered_rock,shale,shrubland,0.572,1.406,0.901,1,0.527,0,45.1,Moderate
54650,West Karbi Anglong,24.376336,95.389532,530.78,19.61,81.57,239.52,602.84,0.38,alluvial,gneiss,forest,0.719,1.08,5.127,1,0.439,0,64.01,High
54651,South Salmara-Mankachar,25.500956,90.94864,128.55,4.08,59.85,219.92,832.62,0.42,colluvial,sandstone,forest,0.502,6.869,0.588,0,0.463,1,34.53,Moderate
54652,Hailakandi,28.255785,95.860613,784.76,4.16,154.38,454.79,1200.0,0.491,weathered_rock,gneiss,shrubland,0.778,3.772,2.777,0,0.143,1,60.36,High
54653,Dima Hasao,27.20963,90.197361,332.25,15.73,28.17,66.31,188.36,0.365,clayey,sandstone,forest,0.485,4.008,0.729,0,0.285,0,38.39,Moderate
54654,Chirang,27.433741,94.998462,52.79,5.61,82.03,157.41,507.41,0.25,weathered_rock,alluvium,cropland,0.461,4.462,0.337,0,0.418,0,29.2,Moderate
54655,Karbi Anglong,26.96652,91.096107,815.55,32.56,38.15,163.42,315.67,0.436,sandy_loam,weathered_mixed_rock,grassland,0.561,6.885,1.277,0,0.399,1,67.8,High
54656,Hailakandi,27.75611,92.031009,68.15,6.62,35.56,91.01,463.82,0.366,sandy_loam,weathered_mixed_rock,grassland,0.767,0.397,0.956,0,0.108,1,30.71,Moderate
54657,West Karbi Anglong,27.102634,93.636495,537.88,1.66,53.48,98.17,222.6,0.354,weathered_rock,sandstone,cropland,0.45,4.725,1.264,0,0.556,0,24.68,Low
54658,Karimganj,26.488734,95.63018,181.03,35.53,33.62,172.48,440.68,0.261,colluvial,weathered_mixed_rock,bare_land,0.506,0.268,0.823,1,0.682,1,72.49,High
54659,Cachar,26.724183,91.310005,962.67,18.57,57.61,327.0,1082.63,0.427,alluvial,sandstone,cropland,0.506,0.299,2.202,0,0.44,1,64.98,High
54660,Dhemaji,26.090231,94.087368,22.81,7.04,24.19,121.86,288.61,0.339,clayey,alluvium,cropland,0.458,5.288,1.38,0,0.557,0,26.29,Moderate
54661,Darrang,24.582014,92.747138,41.71,5.77,101.82,340.77,711.33,0.455,alluvial,shale,forest,0.506,1.228,3.425,0,0.211,0,47.95,Moderate
54662,Dima Hasao,24.964825,94.554939,582.99,48.0,48.64,191.8,489.22,0.371,alluvial,gneiss,shrubland,0.554,2.58,3.761,1,0.355,0,80.23,Very High
54663,Cachar,24.540414,95.929014,569.91,24.21,92.93,222.39,531.03,0.36,alluvial,granite,cropland,0.656,1.407,7.99,1,0.202,1,66.48,High
54664,Hailakandi,27.358682,95.665552,164.27,33.18,63.82,225.06,884.5,0.445,sandy_loam,gneiss,grassland,0.485,5.882,3.171,0,0.457,1,72.05,High
54665,South Salmara-Mankachar,25.946592,91.946873,116.58,5.68,56.83,171.06,323.14,0.466,weathered_rock,weathered_mixed_rock,forest,0.78,0.483,3.697,0,0.159,0,36.01,Moderate
54666,Golaghat,25.655577,91.985312,83.85,4.17,104.08,200.44,396.96,0.306,colluvial,sandstone,cropland,0.438,1.287,2.756,0,0.315,1,33.25,Moderate
54667,Hojai,25.093556,90.338569,40.23,7.39,66.62,271.06,600.31,0.403,clayey,shale,shrubland,0.647,0.475,0.559,0,0.456,0,46.99,Moderate
54668,West Karbi Anglong,24.581748,95.080661,276.12,24.31,51.57,160.89,544.36,0.434,weathered_rock,sandstone,forest,0.75,0.816,0.851,0,0.152,1,60.78,High
54669,Cachar,25.82508,91.249086,689.85,13.51,54.38,171.34,463.51,0.25,alluvial,alluvium,cropland,0.619,0.453,2.137,1,0.135,0,49.09,Moderate
54670,Kamrup,25.352592,92.502928,278.73,4.95,65.75,190.96,495.85,0.385,lateritic,shale,bare_land,0.562,1.114,2.357,0,0.348,0,38.06,Moderate
54671,Udalguri,24.854526,93.765136,152.27,17.81,26.44,95.85,441.12,0.357,alluvial,shale,forest,0.803,0.523,0.02,1,0.164,1,53.0,High
54672,Tinsukia,25.04315,95.561378,58.14,7.63,24.64,71.51,257.08,0.347,weathered_rock,alluvium,forest,0.834,1.301,2.633,0,0.061,1,22.79,Low
54673,Nagaon,27.747951,89.998911,44.3,1.94,184.7,332.77,665.7,0.445,alluvial,gneiss,shrubland,0.66,8.102,0.249,0,0.063,0,46.23,Moderate
54674,Morigaon,25.440517,93.07795,46.86,7.44,35.64,116.42,341.0,0.276,sandy_loam,granite,forest,0.713,4.473,0.851,0,0.238,0,23.64,Low
54675,Dima Hasao,27.754833,94.558488,192.05,7.83,35.85,140.49,355.58,0.314,colluvial,gneiss,cropland,0.659,1.291,0.087,0,0.261,1,35.3,Moderate
54676,Golaghat,27.80854,95.739789,73.57,0.82,106.89,235.54,760.41,0.427,sandy_loam,alluvium,cropland,0.57,6.047,1.915,0,0.41,1,32.01,Moderate
54677,Udalguri,26.611813,91.425815,237.47,11.97,59.9,243.0,531.07,0.37,alluvial,sandstone,forest,0.483,0.496,0.676,1,0.389,1,56.87,High
54678,Kamrup,27.806542,91.407182,405.72,17.18,138.81,318.35,894.13,0.478,clayey,alluvium,cropland,0.583,1.37,2.317,1,0.584,1,69.41,High
54679,Udalguri,27.968131,95.185913,424.79,9.2,59.16,199.48,695.0,0.397,sandy_loam,weathered_mixed_rock,built_up,0.644,7.455,1.844,0,0.142,1,40.82,Moderate
54680,Barpeta,24.962159,94.877673,67.1,1.72,54.4,212.22,773.24,0.376,alluvial,gneiss,shrubland,0.578,0.341,0.474,0,0.216,0,30.4,Moderate
54681,Kamrup,27.635994,89.88576,175.59,15.9,31.79,85.54,280.65,0.219,clayey,granite,shrubland,0.603,1.142,1.945,1,0.251,0,44.92,Moderate
54682,Karbi Anglong,28.156744,95.30727,435.8,32.28,72.64,229.7,659.27,0.375,sandy_loam,sandstone,cropland,0.365,3.986,0.722,0,0.499,1,71.23,High
54683,Hailakandi,26.234519,90.98944,141.98,9.73,60.96,221.43,649.63,0.423,alluvial,sandstone,forest,0.601,7.445,0.993,0,0.292,1,43.45,Moderate
54684,Bongaigaon,27.779986,92.371683,29.29,7.04,14.02,172.67,641.72,0.384,alluvial,gneiss,cropland,0.646,4.934,5.255,0,0.272,0,27.69,Moderate
54685,Golaghat,26.641627,91.422505,32.14,2.81,19.86,101.84,410.78,0.283,alluvial,weathered_mixed_rock,forest,0.663,7.013,0.652,0,0.185,0,17.19,Low
54686,Karbi Anglong,27.573583,94.99275,706.22,27.28,35.0,129.44,433.99,0.301,clayey,weathered_mixed_rock,forest,0.482,4.108,0.542,0,0.377,1,58.07,High
54687,Dhemaji,24.956203,95.724856,45.08,7.34,63.88,214.38,763.09,0.228,lateritic,shale,forest,0.515,2.884,0.458,0,0.402,0,33.71,Moderate
54688,West Karbi Anglong,24.885981,93.791347,353.44,7.76,31.78,95.11,311.67,0.454,sandy_loam,weathered_mixed_rock,forest,0.363,0.031,5.047,1,0.85,1,46.58,Moderate
54689,Cachar,27.535364,89.972259,403.43,27.61,67.22,461.53,1200.0,0.447,lateritic,gneiss,cropland,0.512,1.108,0.202,1,0.239,1,81.91,Very High
54690,Goalpara,27.169409,93.749814,128.05,12.21,44.95,111.44,318.54,0.486,alluvial,sandstone,built_up,0.707,4.006,3.234,0,0.417,0,40.57,Moderate
54691,Hailakandi,27.806264,94.505771,316.57,21.74,44.24,169.31,494.2,0.347,alluvial,alluvium,forest,0.647,0.655,0.718,0,0.212,1,54.78,High
54692,Dima Hasao,24.116255,94.724413,172.53,31.72,83.17,265.79,622.6,0.421,clayey,weathered_mixed_rock,shrubland,0.592,10.354,1.744,0,0.135,1,73.08,High
54693,Sivasagar,26.675474,91.049312,90.5,2.5,89.38,247.26,622.89,0.488,weathered_rock,alluvium,forest,0.613,5.209,0.124,0,0.144,0,37.2,Moderate
54694,Hojai,25.891338,95.349425,17.69,3.64,56.83,195.1,541.65,0.363,lateritic,weathered_mixed_rock,cropland,0.631,0.021,1.813,0,0.453,0,34.65,Moderate
54695,Kamrup,25.457171,91.189119,1011.84,43.22,197.47,522.95,1200.0,0.428,sandy_loam,weathered_mixed_rock,forest,0.54,1.872,3.675,0,0.498,1,92.91,Very High
54696,Karbi Anglong,27.679939,94.618694,348.47,14.14,148.96,252.59,788.79,0.432,clayey,sandstone,shrubland,0.447,2.657,1.788,0,0.432,1,58.78,High
54697,West Karbi Anglong,25.379153,95.095833,309.79,13.76,121.45,432.98,1200.0,0.398,clayey,weathered_mixed_rock,shrubland,0.536,2.322,0.034,1,0.405,1,71.22,High
54698,Karbi Anglong,25.631665,94.724342,246.31,48.0,94.8,323.96,1200.0,0.466,colluvial,shale,forest,0.614,1.644,1.172,0,0.183,1,86.77,Very High
54699,Karbi Anglong,25.037496,94.015105,677.35,44.02,50.85,138.57,582.82,0.37,alluvial,gneiss,cropland,0.527,0.158,2.535,0,0.366,1,76.12,Very High
54700,Barpeta,28.183437,94.937292,26.81,5.78,50.25,95.86,314.1,0.325,alluvial,sandstone,shrubland,0.66,6.336,0.86,0,0.279,1,22.51,Low
54701,Goalpara,26.718413,94.951962,599.43,24.54,47.44,152.77,380.94,0.357,weathered_rock,shale,forest,0.437,1.54,6.004,0,0.652,1,59.58,High
54702,Dima Hasao,27.122297,92.280592,806.75,41.0,102.96,363.03,1200.0,0.401,lateritic,gneiss,cropland,0.616,0.151,1.214,1,0.295,1,85.78,Very High
54703,West Karbi Anglong,28.221869,91.359839,686.39,21.41,40.91,175.19,491.07,0.425,lateritic,shale,shrubland,0.483,1.698,0.292,1,0.485,1,63.23,High
54704,Karimganj,26.367515,93.879625,269.76,33.67,79.6,168.85,599.69,0.343,weathered_rock,shale,bare_land,0.526,3.249,0.553,0,0.429,1,69.86,High
54705,Kamrup,26.031068,94.358546,658.39,10.58,149.85,533.67,1015.35,0.368,colluvial,alluvium,forest,0.641,0.487,2.478,1,0.358,1,71.88,High
